Company,items,industry,description
뉴보텍,"고강성 PVC DC, HDPE 등",플라스틱제품 제조업,"기업개요
동사는 상수도관ㆍ하수도관ㆍ빗물저장시설 등을 주요제품으로 하는 '플라스틱 상ㆍ하수도관 제조업'과 '재활용 사업', '제설제 사업' 3개의 사업부문을 운영하고 있음.
친환경 제설제(에코-다노가)를 제조하는 제설제 사업부문이 신설되어 총 매출액의 약 26%의 매출비중을 차지하고 있음.
사업부문의 주요 원재료인 PVC RESIN은 원유에서 추출되는 것으로서 국내외의 급격한 유가변동이나 환율변동에 따른 원재료의 가격변동 위험이 존재함.
출처 : 에프앤가이드"
대성하이텍,"정밀부품, 스위스턴 자동선반, 컴팩트 머시닝센터",특수 목적용 기계 제조업,"기업개요
1995년 1월 1일 대성정공으로 설립되었으며, 2022년 8월 코스닥 시장에 상장하였음.
정밀부품, 스위스턴 자동선반, 컴팩트 머시닝 센터의 제조 및 판매 등을 주요 사업으로 영위함.
정밀 부품 부문은 정밀기계, 산업기계 및 각 산업의 중요 디바이스에 사용되는 부품을 생산하며, 최근 2차전지 장비 및 반도체 장비, 방산부품, IT부품들로 그 산업군을 확장해 나가고 있음.
출처 : 에프앤가이드"
대원,아파트 시행 및 시공,건물 건설업,"기업개요
동사 및 종속회사는 국내와 해외(베트남)에서 건설사업, 섬유사업 등을 영위하고 있음.
국내 건설사업은 주택분양(자체사업), 도급공사(건축), 도급공사(토목)으로 구성되어 있음. '칸타빌' 브랜드를 통한 공동주택 분양 및 시공, 산업단지조성, 도로공사 등 토목공사, 상업용 건축 공사 등을 수행.
섬유사업은 모직물의 상품 기획부터 방적, 제직, 염색, 가공까지 일괄 생산 설비를 통해 소모사와 모직물을 제조 및 판매함.
출처 : 에프앤가이드"
덕신하우징,일체형 데크플레이트 등,"구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 1990년 설립되어, 건축용 자재인 데크플레이트 생산 및 시공을 주요사업으로 하고 있음.
동사의 제품은 크게 일체형 데크플레이트와 폼데크, 기타 부자재 등으로 나눌 수 있으며, 매출의 대부분은 일체형 데크플레이트 제품이 차지하고 있음.
동사는 2023년 1분기 말 기준 현재 58건의 특허권을 보유하고 있음. 또한 2015년 베트남에 데크 플레이트 공장을 설립하여 동남아 시장 진출의 거점으로 삼고 있음.
출처 : 에프앤가이드"
비츠로테크,"차단기, 개폐기",기타 금융업,"기업개요
동사는 1968년에 설립되었으며, 2000년 코스닥시장에 주식을 상장함. 동사를 포함하여 총 8개의 계열회사가 있음.
동사는 크게 전력의 생산, 공급에 필요한 전기제어장치를 개발, 제조 및 판매를 하는 전력기기사업과 특수사업, 전시사업으로 구분되며, 전력기기사업을 주사업으로 영위하고 있음.
자회사 비츠로셀은 세계 1위의 글로벌 리튬일차전지 업체로서 성장할 것을 목표로 연구 개발과 영업망 확대를 위한 지속적인 노력 중임.
출처 : 에프앤가이드"
빅텍,전자전시스템 장치류,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","기업개요
동사는 1990년 7월 1일에 설립되었으며, 2003년 2월 5일 코스닥시장에 주식을 상장함.
동사는 방위사업(전자전 시스템 방향탐지장치, 군용전원공급장치, 피아식별장비, TICN 장치 및 기타 방산제품 등) 및 민수사업(공공자전거 무인대여시스템(U-BIKE) 등)을 영위하고 있음.
전자전시스템 방향탐지장치는 동사의 주요 제품이며, 기존의 방향탐지장치(SONATA)와 더불어 소형전자전장비(ACES -Ⅰ)를 별도 개발 완료함.
출처 : 에프앤가이드"
서암기계공업,"공작기계부품(정밀기어,척),산업기계 제조부동산 임대",일반 목적용 기계 제조업,"기업개요
동사는 1978년 설립된 공작기계 전문 회사로서 기어, 척, 실린더, 커빅커플링 등 공작기계에 사용되는 부품을 주로 생산.
화천기계, 화천기공 등과 함께 화천기계그룹에 속함. 2004년이후 선박용엔진 기어, 풍력발전용 기어, 터보컴프레셔 기어 등으로 비공작기계 부품군을 확대, 터보컴프레셔 분야는 독점적 지위 유지.
화천기공, 화천기계 뿐만 아니라 두산인프라코아, 현대위아, 삼성테크윈 등 주요 공작기계 업체를 모두 고객으로 확보.
출처 : 에프앤가이드"
스맥,공작기계 및 산업용로봇제조,특수 목적용 기계 제조업,"기업개요
동사는 정보통신장비의 개발,제조 및 관련 소프트웨어의 개발, 판매 등을 주 목적사업으로 1996년 설립되었음.
2011년 합병을 통해 기계사업(공작기계 제조 및 판매, 산업용로봇의 제조 및 판매업)을 추가로 영위함.
동사의 사업부문은 공작기계, 자동화 장비, 융복합 장비, 로봇 등을 제조하는 기계사업부문과 이동통신장비, IP네트워크 장비 등을 제작하는 ICT사업부문으로 구성되어 있음.
출처 : 에프앤가이드"
아이쓰리시스템,"적외선 영상센서, 엑스레이 영상센서",전자부품 제조업,"기업개요
동사는 1998년 7월 11일에 설립되어 적외선 영상센서, 엑스레이 영상센서 및 이를 장착한 전자제품의 개발·제조·판매를 주요사업 영위함.
주력 제품으로는 적외선 영상센서, 엑스레이 영상센서, 적외선 영상 시뮬레이터 등으로 다양한 영상 관련 시스템 등을 개발·제조·판매하고 있음.
동사는 국내에서 최초로 적외선 영상센서의 개발 및 양산에 성공한 기업으로 국내시장에서 군수분야에서 독점적 지위를 확보 중임.
출처 : 에프앤가이드"
에이테크솔루션,"대형정밀금형(가전,자동차용 등)",특수 목적용 기계 제조업,"기업개요
동사는 2001년 설립되어 주형 및 금형 제조업을 영위하고 있음. 동사의 사업부문은 MOLD, PRESS, 정밀부품 사업부 체제로 운영되고 있음.
동사의 제품 품목으로는 대형TV, 에어컨, 세탁기등 가전제품 및 자동차부품을 생산하는데 필요한 금형제품인 MOLD 및 PRESS가 있음.
또한 금형제작 시 발생하는 소모성 금속류, 레진가공 및 자동차 부품, 복합기 부품, LED부품류 등의 정밀 부품이 있음.
출처 : 에프앤가이드"
오리엔탈정공,선박용 기계제품(크레인 등),일반 목적용 기계 제조업,"기업개요
선박에 설치되어 각종 물품의 양하역에 사용되는 Marine Crane에서부터 해양플랜트에 설치되어 해상작업을 지원하는 Offshore Crane까지 다양한 제품군을 제작하여 고객사에 공급하고 있음.
환경규제 강화의 영향으로 극지방 LNG 가스전 개발 프로젝트 진행.
국내소재의 종속회사인 오리엔탈마린텍은 선박용 상부구조물(Deck House, Engine Room Casing & Funnel 등) 제작사업을 영위하고 있음.
출처 : 에프앤가이드"
와이엔텍,"사업장폐기물중간및최종처리,전문건설,골재제조",폐기물 처리업,"기업개요
동사는 1990년 8월 31일에 설립되었으며, 2005년 12월 23일 코스닥시장에 주식을 상장해 산업폐기물을 처리 사업을 주요사업으로 영위하고 있음.
동사는 산업폐기물 처리 사업인 환경서비스 산업 외에도, 해상운송, 골프장, 레미콘 등의 사업을 영위하고 있음.
해상운송 사업은 동사의 탱커선을 이용하여 다양한 케미컬 제품들을 아시아지역으로 운송서비스하고 있으며, 골프장 사업은 보성컨트리클럽으로 2008년에 건설후 운영하고 있음.
출처 : 에프앤가이드"
우원개발,토공사,기반조성 및 시설물 축조관련 전문공사업,"기업개요
동사는 토공사업을 주력으로 하며 도시개발사업, 부동산 임대업 등을 영위하고 있음.
공사수행, 기술력, 자금조달, 리스크관리 능력 등이 핵심요소로 정부 또는 타산업의 경제적 수준에 따라 수익이 창출되며 경제성장 및 경기변동의 영향을 받음.
토공사업 부문은 고속도로/도로공사, 교량/터널공사, 항만/철도/환경에너지산업 시설공사 등, 도시개발사업 부문은 주택건설/대지조성, 기타부문은 부동산 임대 등의 사업을 추진중임.
출처 : 에프앤가이드"
유일로보틱스,"취출로봇, 사출장비 및 자동화시스템",특수 목적용 기계 제조업,"기업개요
동사는 2011년 설립되어 산업용 로봇 및 플라스틱 사출 형성에 적용되는 사출 주변기기(스마트기기)의 제조와 판매 및 오토피딩시스템과 냉각시스템 등을 통한 자동화 시스템을 주요 사업으로 영위하고 있음.
직교(취출)로봇, 다관절로봇, 협동로봇과 같은 산업로봇 분야에서 기술 경쟁력을 바탕으로 성장해 나가고 있음.
사출 자동화시스템 및 산업용 로봇 기술을 기반으로, 최근에는 스마트팩토리 솔루션으로 사업 영역을 확대 중에 있음.
출처 : 에프앤가이드"
이건홀딩스,창호,제재 및 목재 가공업,"기업개요
동사는 지주부분, 창호부문, 목재부문, 조림부문, 에너지부문, 파레트부문으로 사업을 영위하고 있음.
2017년 3월 이건창호가 물적 분할되어 설립되었으며 창호를 제조, 판매하는 사업은 이건창호로 하고 동사는 존속회사로 지주회사로 전환.
동사는 높은 품질과 브랜드 인지도를 활용하여 시장확대 전략을 추진중이며, 기능성과 디자인 모두를 만족시킬 수 있는 제품 개발에 역점을 두고 있음.
출처 : 에프앤가이드"
인화정공,선박엔진부품,선박 및 보트 건조업,"기업개요
동사는 제조업을 주업으로 하는 회사로서 선박엔진부품과 자동차부품, 금속성형기계, 금속구조재등을 생산하는 사업을 영위하고 있음.
동사는 각 사업부문별로 인화정공(주), (주)대연정공, (주)해동산업, 삼환종합기계공업(주) 등의 종속회사를 보유하고 있음.
동사는 지속적인 성장및 발전을 위해 현재 보유한 기계설비와 기술력으로 발전설비부품등의 신규사업을추진해 왔으며, 사업다각화로 새로운 사업에 투자를 단행해왔음.
출처 : 에프앤가이드"
제이엠아이,CD복제품,기록매체 복제업,"기업개요
동사는 1993년 2월 20일 설립되었으며 1997년 8월 18일 코스닥시장에 상장하여 매매 개시됨.
동사는 미국 MS사의 AR업체로서 각종 COA 및 관련 제품을 미디어화하여 공급하고 있으며, 이를 위하여 CD, 매뉴얼, KIT Assembly 등 미디어제품을 생산하고 있음.
국내 본사에서는 각종 세제, 섬유유연제 등 생활용품 관련 제품의 OEM, ODM 사업을 진행하면서 새로운 수익을 창출하고 있음.
출처 : 에프앤가이드"
제일전기공업,"PCB Assay, 배선기구, 분전반 등","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
동사는 2020년 11월 26일 코스닥 시장에 상장함.
동사는 1955년 설립된 스마트배전기기 전문업체로 스마트배선기구, 스마트분전반 및 차단기 등을 개발, 제조 및 판매사업을 영위하고 있음.
미국의 EATON사에 AFCI PCB를 공급하고, 국내외 스마트홈 시장의 성장과 함께 동사의 실적도 지속 성장중이며 미래전략사업으로 IOT배선기구, AI 스마트돌봄시스템 및 국내용 AFCI 등을 개발 중임.
출처 : 에프앤가이드"
티에스아이,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)",특수 목적용 기계 제조업,"기업개요
동사는 2차전지 제조에 필요한 활물질, 도전재, 결합재, 용매를 혼합하는 믹싱 공정을 운용하는 장비와 그 시스템 제조 및 판매를 주력 사업으로 영위함.
동사는 믹싱시스템을 Turn-Key로 수주하는 경우 회사는 믹싱 공정에 필요한 장비뿐 만 아니라 해당 3D Layout에 있는 모든 배관 및 설치물까지를 제조하여 납품.
Mixing관련 장비만을 믹싱 시스템과는 별도로 판매하기도 함.
출처 : 에프앤가이드"
포메탈,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품",기타 금속 가공제품 제조업,"기업개요
동사는 1969년 협진단철공업사로 설립되어 1985년 법인전환 이후 2009년 포메탈로 상호를 변경함.
국내외 주요 대기업 및 중견기업에 산업기계, 자동차, 방위산업, 로봇/풍력 및 농기계에 소요되는 주요 단조 품, 단조정밀기계부품을 매출처에 공급하고 있음.
단조산업은 전방산업의 경기변동에 큰 영향을 받으며 전반적인 국제, 국내경기 그리고 정부의 국방시책과 사회간접자본에 대한 투자정책 및 환율변동에 영향을 받음.
출처 : 에프앤가이드"
